lastname,gender,probability
Mikúšová,,
Milota,,
Milotová,,
Mináč,,
Mináčová,,
Mišík,,
Mišíková,,
Mojžiš,,
Mojžišová,,
Mokroš,,
Mokrošová,,
Mora,,
Moravčík,,
Moravčíková,,
Morová,,
Mydlo,,
Mydlová,,
Nemcová,,
Nemec,,
Nitra,,
Novák,,
Nováková,,
Obšut,,
Obšutová,,
Ondruš,,
Ondrušová,,
Otčenáš,,
Otčenášová,,
Pauko,,
Pauková,,
Pavlikovská,,
Pavlikovský,,
Pavúk,,
Pavúková,,
Pašek,,
Pašeková,,
Paška,,
Paško,,
Pašková,,
Pelikán,,
Pelikánová,,
Petrovická,,
Petrovický,,
Petruška,,
Petrušková,,
Peško,,
Pešková,,
Plch,,
Plchová,,
Plekanec,,
Plekanecová,,
Podhradská,,
Podhradský,,
Podkonická,,
Podkonický,,
Poliak,,
Poliaková,,
Pupák,,
Pupáková,,
Rak,,
Raková,,
Repiská,,
Repiský,,
Romančík,,
Romančíková,,
Rus,,
Rusová,,
Ružička,,
Ružičková,,
Rybníček,,
Rybníčeková,,
Rybár,,
Rybárik,,
Rybáriková,,
Rybárová,,
Samson,,
Samsonová,,
Sedliak,,
Sedliaková,,
Senko,,
Senková,,
Sklenka,,
Sklenková,,
Skokan,,
Skokanová,,
Skutecká,,
Skutecký,,
Slašťan,,
Slašťanová,,
Sloboda,,
Slobodník,,
Slobodníková,,
Slobodová,,
Slota,,
Slotová,,
Slovák,,
Slováková,,
Smrek,,
Smreková,,
Stodola,,
Stodolová,,
Straka,,
Straková,,
Strnisko,,
Strnisková,,
Svrbík,,
Svrbíková,,
Sámel,,
Sámelová,,
Sýkora,,
Sýkorová,,
Tatar,,
Tatarka,,
Tatarková,,
Tatarová,,
Tatár,,
Tatárka,,
Tatárkaová,,
Tatárová,,
Thomka,,
Thomková,,
Tomeček,,
Tomečeková,,
Tomka,,
Tomko,,
Tomková,,
Truben,,
Trubenová,,
Turčok,,
Turčoková,,
Uram,,
Uramová,,
Urblík,,
Urblíková,,
Vajcík,,
Vajcíková,,
Vajda,,
Vajdová,,
Valach,,
Valachovič,,
Valachovičová,,
Valachová,,
Valent,,
Valentová,,
Valuška,,
Valušková,,
Vanek,,
Vaneková,,
Vesel,,
Veselová,,
Vicen,,
Vicenová,,
Višňovská,,
Višňovský,,
Vlach,,
Vlachová,,
Vojtek,,
Vojteková,,
Vydarená,,
Vydarený,,
Zajac,,
Zajacová,,
Zima,,
Zimka,,
Zimková,,
Zimová,,
Záborská,,
Záborský,,
Zúbrik,,
Zúbriková,,
Čapkovič,,
Čapkovičová,,
Čaplovič,,
Čaplovičová,,
Čarnogurská,,
Čarnogurský,,
Čierny,,
Čierná,,
Čobrda,,
Čobrdová,,
Ďaďo,,
Ďaďová,,
Ďurica,,
Ďuricová,,
Ďuriš,,
Ďurišová,,
Šidlo,,
Šidlová,,
Šimonovič,,
Šimonovičová,,
Škriniar,,
Škriniarová,,
Škultéty,,
Škultétyová,,
Šmajda,,
Šmajdová,,
Šoltés,,
Šoltésová,,
Šoltýs,,
Šoltýsová,,
Štefan,,
Štefanka,,
Štefanková,,
Štefanová,,
Šulc,,
Šulcová,,
Šurka,,
Šurková,,
Švehla,,
Švehlová,,
Šťastná,,
Šťastný,,
